115
0.0, 0.0
-57.4446643559, -88.6121353825
-106.837715536, -89.1835328917
-152.136318679, -55.1682928762
-136.394878065, -33.3232236979
-71.4440447072, 43.4712373401
25.3662759951, 155.902379848
150.043676323, 299.06503506
296.451128842, 471.430512598
456.067663188, 664.032594527
614.053466834, 833.09023513
789.89193194, 981.501266355
908.387773009, 1070.98163096
994.933219371, 1108.18224539
1056.15507785, 1129.29821196
838.763648571, 820.626920005
835.619047871, 640.929642656
816.822070208, 543.694496589
823.884835355, 461.699878787
940.892759758, 245.77594397
1118.96483754, -43.9054933255
1349.38530695, -374.97105674
1599.1296197, -710.348125497
1849.52326066, -1003.84944503
2087.04918332, -1277.09189426
2260.44243889, -1477.3411862
2387.63546323, -1621.63926159
2486.25272753, -1728.40833567
2566.10456933, -1805.6332239
2626.34686903, -1853.85008119
2685.53912478, -1874.30189918
2742.23242062, -1857.24698178
2785.17884805, -154.850845629
2937.75112505, -217.872272866
2954.72626804, -278.170237345
3003.65549317, -461.516715164
3114.19431584, -618.762283245
3251.58541678, -766.060230897
3360.51393096, -833.109308433
3428.14738268, -848.199577132
3471.88205286, -827.528858129
3501.36873023, -786.291304155
3524.39743883, -673.336983387
3529.972358, -521.712710012
3522.53114302, -344.000503567
3485.02072021, -171.171199973
3396.79448019, -21.077460691
3269.52168145, 119.615946049
3164.02715414, 166.337511831
3079.72836782, 155.441887777
3013.03178677, 100.04724835
2967.70162847, 7.28315643687
2958.48679808, -95.7124109473
2965.2304656, -192.125703331
3002.29379713, -259.803686869
3651.95239028, 414.647728988
3813.41855634, 527.86732631
3783.87437048, 509.101903804
3818.77081638, 418.723598535
3890.52466947, 288.968503964
4006.33413407, 106.63867122
4088.97063454, -32.7894779816
4152.84171251, -142.673441322
4193.64699558, -229.29866209
4206.72063822, -277.85872663
4209.39027991, -295.117724668
4209.39027991, -295.117724668
4190.08870247, -264.72941921
4179.55855158, -201.522489826
4138.79780033, -62.7436688288
4098.59546992, 101.267832688
4056.48784302, 279.469818525
4048.78503891, 420.291218919
4082.29752287, 505.54914183
4123.28277695, 539.874190224
4187.63065765, 539.282370514
4280.93090449, 493.108092617
4391.5365249, 414.092924882
4507.4239202, 323.03189254
4614.02599994, 226.073155982
4711.65072879, 124.596989733
4783.22092344, 49.2198895119
4821.61815396, 16.7444728329
4834.80496988, 10.9042771102
4834.80496988, 10.9042771102
4678.76169039, 769.489470038
4905.85581506, 764.463682465
4936.08457171, 776.555922608
4971.22034083, 696.991623275
5067.15683049, 594.443147169
5161.0396078, 511.91421815
5236.56696759, 489.991218277
5292.33636942, 502.905312103
5332.70569417, 534.469811448
5353.22615361, 584.228335788
5361.25550087, 646.192273547
5349.62524307, 948.003037277
5317.71384906, 1210.8692826
5296.54037399, 1294.56327255
5296.54037399, 1294.56327255
5331.92659929, 1238.85137921
5359.44302613, 1128.38488541
5410.36845512, 947.490991973
5496.90829966, 708.660811076
5594.60535738, 422.422649903
5706.83610668, 90.9211281673
5797.44997705, -227.063347076
5871.8882922, -536.36730314
5930.23082654, -833.386071381
5968.14196509, -1075.8561635
5989.89981433, -1283.56893633
5995.76596339, -1419.63358382
5980.20818121, -1495.85664735
5972.52019748, -1517.32511041
5968.55005568, -1496.15347906
