195
0.0, 0.0
50.6757340503, -13.3030063695
93.5844918392, 21.6088613121
158.973167834, 35.9378896008
342.963751821, 72.2347903517
595.521411493, 129.781541264
893.935590888, 220.163937427
1139.05965903, 299.908474648
1333.02109119, 373.962258039
1490.58456475, 393.931028627
1582.55435098, 391.57339821
1622.07993904, 372.554252897
926.07908156, 186.329103196
974.705426116, -23.9860855447
935.488078978, -110.009336375
933.130448561, -201.979122603
941.385533277, -426.264328483
949.025583971, -674.541652508
952.282552043, -937.711544705
951.053931824, -1219.77269143
952.465073919, -1437.88048285
953.952853963, -1613.9764411
935.062323346, -1726.52930802
901.458609481, -1827.7013912
840.043476035, -1921.15823356
743.203946556, -1991.69974992
622.01328778, -2036.6088161
473.293100017, -2062.80625398
327.699817805, -2045.06939477
189.129621833, -1987.49943048
49.2519959576, -1902.88708044
-52.9714942527, -1793.23144652
-131.407877657, -1692.18821934
2391.13852789, -220.348679226
2492.28522595, -293.964883086
2476.5465034, -244.545326105
2530.75940698, -236.932108349
2656.94842371, -192.151174253
2829.7886204, -122.55759404
2999.29641759, -26.8700468309
3181.85119828, 70.4837001283
3373.45427611, 169.606152508
3515.45841204, 245.992181203
3598.58467117, 288.876036486
3643.1596287, 310.74092067
3655.41195195, 320.430119554
3093.56896184, 645.935041884
3099.95187025, 582.750720409
3075.49847659, 565.371665821
3043.15021588, 552.196308931
2992.65459066, 455.45856121
2930.70154375, 301.995797067
2843.78257483, 111.160546547
2738.02384551, -112.202590908
2619.73090235, -356.25131473
2519.04765154, -615.75638791
2445.32942462, -798.927409143
2388.7335055, -938.522903121
2331.90670732, -1048.102623
2264.08352166, -1157.40045228
2189.1601292, -1270.517583
2112.39115207, -1377.58543135
2035.75030702, -1479.65492175
1962.10823544, -1542.788473
1893.0286314, -1584.03175495
1832.35642276, -1609.48530281
1793.13859301, -1617.48291683
1767.14713169, -1616.81662997
2610.71016206, -669.122895805
2771.19673636, -808.281292861
2762.19945075, -769.037836697
2730.62070648, -869.261501121
2684.63701989, -1063.14677794
2627.58030786, -1298.76199734
2570.42109017, -1538.3759031
2513.18499322, -1780.98882362
2496.80681674, -1951.62514841
2502.72869093, -2071.8163769
2523.51726558, -2158.37754119
2537.61565611, -2232.76326149
2549.45819798, -2278.08162644
2559.81392503, -2303.35530677
2567.81129774, -2303.56031811
2580.31964386, -2244.86158493
3210.92337971, -707.516819324
3164.27219974, -732.329465441
3144.58628496, -719.820878016
3156.94111388, -706.132992775
3170.50062573, -684.473361236
3220.61209599, -641.743505762
3295.07445423, -585.633282058
3393.32391929, -538.135465089
3493.06019917, -510.682332746
3570.44493424, -496.660821468
3631.93767085, -517.243419557
3663.79927093, -562.074641272
3652.23934356, -622.798344052
3610.71513623, -720.766401121
3538.20110963, -817.940039245
3471.81324466, -910.269077927
3434.26185596, -970.32649385
3413.21774106, -1010.80050067
3412.34644286, -1044.78933471
3435.39038355, -1082.39221754
3474.27531118, -1126.40315259
3544.02192598, -1176.20686453
3619.1515363, -1250.15645312
3690.89773559, -1339.0242363
3757.31243351, -1440.75961806
3799.53000193, -1549.87733851
3796.60859033, -1663.8398997
3770.87411709, -1770.21535217
3700.38506009, -1866.44057154
3627.0251204, -1957.59055371
3553.66493942, -2009.72771747
3506.52661621, -2014.52130538
3464.20702472, -1987.4279081
3450.33927195, -1904.0451435
3453.85009115, -1767.09013574
3501.24371332, -1596.24855832
3574.78255532, -1420.07523821
3664.31614275, -1244.31194078
3766.07690962, -1137.88475288
3867.70978571, -1075.46874132
5018.19689654, -17.6041905385
5044.54664511, 73.7505616677
5060.69490774, 118.351386929
5079.89343797, 164.874676116
5099.93788129, 205.374309349
5109.88310305, 242.1315204
5109.88310305, 242.1315204
5100.8094208, 200.350324984
5060.84866624, 124.349416465
4999.20313634, -17.1172886046
4948.42586184, -163.864242215
4944.55627279, -314.814652219
4968.01071877, -414.44842643
5058.5197992, -473.787337445
5206.72769991, -506.596149757
5393.66628714, -511.388289843
5587.96134533, -502.3644126
5769.7475748, -474.01363173
5943.07491473, -424.439109723
6072.49358398, -370.738010575
